Time,Ground Truth,Estimation
2020-04-25 13:23:30,52,56
2020-04-25 13:23:40,49,81
2020-04-25 13:23:50,53,64
2020-04-25 13:24:00,52,53
2020-04-25 13:24:10,61,85
2020-04-25 13:24:20,61,125
2020-04-25 13:24:30,60,125
2020-04-25 13:24:40,64,53
2020-04-25 13:24:50,62,53
2020-04-25 13:25:00,62,61
2020-04-25 13:25:10,56,64
2020-04-25 13:25:20,54,64
2020-04-25 13:25:30,55,72
2020-04-25 13:25:40,57,75
2020-04-25 13:25:50,52,104
2020-04-25 13:26:00,56,91
2020-04-25 13:26:10,54,117
2020-04-25 13:26:20,57,144
2020-04-25 13:26:30,54,88
2020-04-25 13:26:40,58,60
2020-04-25 13:26:50,49,53
2020-04-25 13:27:00,48,53
2020-04-25 13:27:10,49,56
2020-04-25 13:27:20,57,67
2020-04-25 13:27:30,61,51
2020-04-25 13:27:40,55,40
2020-04-25 13:27:50,46,48
2020-04-25 13:28:00,43,55
2020-04-25 13:28:10,43,57
2020-04-25 13:28:20,47,52
2020-04-25 13:28:30,51,51
2020-04-25 13:28:40,56,69
2020-04-25 13:28:50,53,53
2020-04-25 13:29:00,55,56
2020-04-25 13:29:10,59,53
2020-04-25 13:29:20,59,59
2020-04-25 13:29:30,56,59
2020-04-25 13:29:40,67,72
2020-04-25 13:29:50,71,52
2020-04-25 13:30:00,77,65
2020-04-25 13:30:10,67,65
2020-04-25 13:30:20,63,85
2020-04-25 13:30:30,56,59
2020-04-25 13:30:40,56,93
2020-04-25 13:30:50,54,60
2020-04-25 13:31:00,54,63
2020-04-25 13:31:10,53,65
2020-04-25 13:31:20,59,67
2020-04-25 13:31:30,68,67
2020-04-25 13:31:40,65,77
2020-04-25 13:31:50,59,88
2020-04-25 13:32:00,51,68
2020-04-25 13:32:10,49,85
2020-04-25 13:32:20,51,85
2020-04-25 13:32:30,51,85
2020-04-25 13:32:40,52,56
2020-04-25 13:32:50,50,69
2020-04-25 13:33:00,51,91
2020-04-25 13:33:10,51,88
2020-04-25 13:33:20,49,56
2020-04-25 13:33:30,54,51
2020-04-25 13:33:40,56,53
2020-04-25 13:33:50,63,53
2020-04-25 13:34:00,62,99
2020-04-25 13:34:10,63,104
2020-04-25 13:34:20,59,88
2020-04-25 13:34:30,57,59
2020-04-25 13:34:40,55,84
2020-04-25 13:34:50,56,69
2020-04-25 13:35:00,49,51
2020-04-25 13:35:10,52,48
2020-04-25 13:35:20,49,69
2020-04-25 13:35:30,60,93
2020-04-25 13:35:40,60,99
2020-04-25 13:35:50,66,65
2020-04-25 13:36:00,55,51
2020-04-25 13:36:10,59,91
2020-04-25 13:36:20,57,101
2020-04-25 13:36:30,62,131
2020-04-25 13:36:40,58,67
2020-04-25 13:36:50,54,53
2020-04-25 13:37:00,58,64
2020-04-25 13:37:10,57,75
2020-04-25 13:37:20,58,88
2020-04-25 13:37:30,55,51
2020-04-25 13:37:40,51,51
2020-04-25 13:37:50,53,49
2020-04-25 13:38:00,50,49
2020-04-25 13:38:10,54,49
2020-04-25 13:38:20,63,69
2020-04-25 13:38:30,56,53
2020-04-25 13:38:40,56,80
2020-04-25 13:38:50,55,109
2020-04-25 13:39:00,58,115
2020-04-25 13:39:10,54,107
2020-04-25 13:39:20,59,91
2020-04-25 13:39:30,60,69
2020-04-25 13:39:40,56,67
2020-04-25 13:39:50,55,61
2020-04-25 13:40:00,62,65
2020-04-25 13:40:10,60,92
2020-04-25 13:40:20,63,88
2020-04-25 13:40:30,59,93
2020-04-25 13:40:40,64,75
2020-04-25 13:40:50,68,67
2020-04-25 13:41:00,61,53
2020-04-25 13:41:10,52,53
2020-04-25 13:41:20,47,53
2020-04-25 13:41:30,53,52
2020-04-25 13:41:40,52,45
2020-04-25 13:41:50,56,79
2020-04-25 13:42:00,54,93
2020-04-25 13:42:10,61,72
2020-04-25 13:42:20,52,63
2020-04-25 13:42:30,55,57
2020-04-25 13:42:40,51,57
2020-04-25 13:42:50,61,53
2020-04-25 13:43:00,52,51
2020-04-25 13:43:10,59,88
2020-04-25 13:43:20,60,91
2020-04-25 13:43:30,66,123
2020-04-25 13:43:40,61,61
2020-04-25 13:43:50,51,60
2020-04-25 13:44:00,50,51
2020-04-25 13:44:10,48,48
2020-04-25 13:44:20,49,53
2020-04-25 13:44:30,49,45
2020-04-25 13:44:40,48,64
2020-04-25 13:44:50,59,53
2020-04-25 13:45:00,56,53
2020-04-25 13:45:10,59,51
2020-04-25 13:45:20,59,61
2020-04-25 13:45:30,57,67
2020-04-25 13:45:40,59,59
2020-04-25 13:45:50,50,51
2020-04-25 13:46:00,54,48
2020-04-25 13:46:10,48,51
2020-04-25 13:46:20,56,49
2020-04-25 13:46:30,60,64
2020-04-25 13:46:40,68,51
2020-04-25 13:46:50,65,69
2020-04-25 13:47:00,59,64
2020-04-25 13:47:10,58,75
2020-04-25 13:47:20,58,125
2020-04-25 13:47:30,59,101
2020-04-25 13:47:40,57,53
2020-04-25 13:47:50,50,49
2020-04-25 13:48:00,54,59
2020-04-25 13:48:10,58,53
2020-04-25 13:48:20,57,88
2020-04-25 13:48:30,52,55
2020-04-25 13:48:40,50,56
2020-04-25 13:48:50,49,77
2020-04-25 13:49:00,49,77
2020-04-25 13:49:10,45,61
2020-04-25 13:49:20,53,109
2020-04-25 13:49:30,53,88
2020-04-25 13:49:40,56,88
2020-04-25 13:49:50,56,53
2020-04-25 13:50:00,53,53
2020-04-25 13:50:10,53,64
2020-04-25 13:50:20,54,61
2020-04-25 13:50:30,56,61
2020-04-25 13:50:40,57,67
2020-04-25 13:50:50,56,56
2020-04-25 13:51:00,57,56
2020-04-25 13:51:10,54,51
2020-04-25 13:51:20,56,43
2020-04-25 13:51:30,58,51
2020-04-25 13:51:40,53,59
2020-04-25 13:51:50,53,56
2020-04-25 13:52:00,50,64
2020-04-25 13:52:10,49,80
2020-04-25 13:52:20,55,131
2020-04-25 13:52:30,63,85
2020-04-25 13:52:40,64,85
2020-04-25 13:52:50,65,77
2020-04-25 13:53:00,60,72
2020-04-25 13:53:10,57,77
2020-04-25 13:53:20,49,43
2020-04-25 13:53:30,50,59
2020-04-25 13:53:40,51,49
2020-04-25 13:53:50,51,67
2020-04-25 13:54:00,56,88
2020-04-25 13:54:10,58,123
2020-04-25 13:54:20,54,88
2020-04-25 13:54:30,58,85
2020-04-25 13:54:40,51,48
2020-04-25 13:54:50,49,43
2020-04-25 13:55:00,48,53
2020-04-25 13:55:10,50,51
2020-04-25 13:55:20,59,125
2020-04-25 13:55:30,54,125
2020-04-25 13:55:40,51,125
2020-04-25 13:55:50,45,53
2020-04-25 13:56:00,46,52
2020-04-25 13:56:10,51,53
2020-04-25 13:56:20,52,64
2020-04-25 13:56:30,52,64
2020-04-25 13:56:40,52,53
2020-04-25 13:56:50,58,61
2020-04-25 13:57:00,62,99
2020-04-25 13:57:10,65,99
2020-04-25 13:57:20,57,99
2020-04-25 13:57:30,56,53
2020-04-25 13:57:40,54,56
2020-04-25 13:57:50,51,45
2020-04-25 13:58:00,57,45
2020-04-25 13:58:10,60,52
2020-04-25 13:58:20,57,52
2020-04-25 13:58:30,57,69
2020-04-25 13:58:40,47,48
2020-04-25 13:58:50,50,77
2020-04-25 13:59:00,46,51
2020-04-25 13:59:10,56,61
2020-04-25 13:59:20,53,53
2020-04-25 13:59:30,59,48
2020-04-25 13:59:40,54,41
2020-04-25 13:59:50,53,69
2020-04-25 14:00:00,53,64
2020-04-25 14:00:10,54,93
2020-04-25 14:00:20,55,59
2020-04-25 14:00:30,52,77
2020-04-25 14:00:40,52,85
2020-04-25 14:00:50,55,107
2020-04-25 14:01:00,61,88
2020-04-25 14:01:10,58,75
2020-04-25 14:01:20,62,99
2020-04-25 14:01:30,57,59
2020-04-25 14:01:40,60,88
2020-04-25 14:01:50,54,72
2020-04-25 14:02:00,54,93
2020-04-25 14:02:10,54,107
2020-04-25 14:02:20,57,128
2020-04-25 14:02:30,52,107
2020-04-25 14:02:40,49,73
2020-04-25 14:02:50,48,45
2020-04-25 14:03:00,50,45
2020-04-25 14:03:10,48,53
2020-04-25 14:03:20,56,112
2020-04-25 14:03:30,59,96
2020-04-25 14:03:40,62,71
2020-04-25 14:03:50,62,59
2020-04-25 14:04:00,61,51
2020-04-25 14:04:10,51,49
2020-04-25 14:04:20,49,53
2020-04-25 14:04:30,53,61
2020-04-25 14:04:40,50,51
2020-04-25 14:04:50,57,53
2020-04-25 14:05:00,56,61
2020-04-25 14:05:10,56,75
2020-04-25 14:05:20,49,67
2020-04-25 14:05:30,50,56
2020-04-25 14:05:40,52,44
2020-04-25 14:05:50,49,49
2020-04-25 14:06:00,52,57
2020-04-25 14:06:10,52,61
2020-04-25 14:06:20,54,91
2020-04-25 14:06:30,52,61
2020-04-25 14:06:40,46,97
2020-04-25 14:06:50,49,55
2020-04-25 14:07:00,52,52
2020-04-25 14:07:10,55,52
2020-04-25 14:07:20,52,77
2020-04-25 14:07:30,52,85
2020-04-25 14:07:40,48,56
2020-04-25 14:07:50,53,56
2020-04-25 14:08:00,55,109
2020-04-25 14:08:10,61,115
2020-04-25 14:08:20,53,89
2020-04-25 14:08:30,55,48
2020-04-25 14:08:40,53,52
2020-04-25 14:08:50,53,56
2020-04-25 14:09:00,53,67
2020-04-25 14:09:10,50,67
2020-04-25 14:09:20,46,56
2020-04-25 14:09:30,55,61
2020-04-25 14:09:40,57,67
2020-04-25 14:09:50,61,67
2020-04-25 14:10:00,56,69
2020-04-25 14:10:10,59,112
2020-04-25 14:10:20,61,141
2020-04-25 14:10:30,62,141
2020-04-25 14:10:40,65,115
2020-04-25 14:10:50,60,48
2020-04-25 14:11:00,63,52
2020-04-25 14:11:10,59,57
2020-04-25 14:11:20,54,76
2020-04-25 14:11:30,48,59
2020-04-25 14:11:40,47,52
2020-04-25 14:11:50,47,51
2020-04-25 14:12:00,44,51
2020-04-25 14:12:10,53,59
2020-04-25 14:12:20,56,97
2020-04-25 14:12:30,58,105
2020-04-25 14:12:40,63,133
2020-04-25 14:12:50,64,91
2020-04-25 14:13:00,62,120
2020-04-25 14:13:10,62,99
2020-04-25 14:13:20,67,125
2020-04-25 14:13:30,65,104
2020-04-25 14:13:40,60,109
2020-04-25 14:13:50,55,51
2020-04-25 14:14:00,56,45
2020-04-25 14:14:10,59,73
2020-04-25 14:14:20,61,51
2020-04-25 14:14:30,63,77
2020-04-25 14:14:40,59,71
2020-04-25 14:14:50,55,71
2020-04-25 14:15:00,57,52
2020-04-25 14:15:10,58,52
2020-04-25 14:15:20,61,63
2020-04-25 14:15:30,64,83
2020-04-25 14:15:40,61,56
2020-04-25 14:15:50,52,53
2020-04-25 14:16:00,51,48
2020-04-25 14:16:10,49,53
2020-04-25 14:16:20,56,89
2020-04-25 14:16:30,54,79
2020-04-25 14:16:40,53,61
2020-04-25 14:16:50,51,67
2020-04-25 14:17:00,58,71
2020-04-25 14:17:10,57,64
2020-04-25 14:17:20,55,99
2020-04-25 14:17:30,54,89
2020-04-25 14:17:40,54,80
2020-04-25 14:17:50,55,53
2020-04-25 14:18:00,56,61
2020-04-25 14:18:10,56,59
2020-04-25 14:18:20,53,79
2020-04-25 14:18:30,48,80
2020-04-25 14:18:40,47,48
2020-04-25 14:18:50,54,85
2020-04-25 14:19:00,67,85
2020-04-25 14:19:10,63,69
2020-04-25 14:19:20,55,52
2020-04-25 14:19:30,50,53
2020-04-25 14:19:40,53,72
2020-04-25 14:19:50,52,93
2020-04-25 14:20:00,50,117
2020-04-25 14:20:10,57,112
2020-04-25 14:20:20,54,91
2020-04-25 14:20:30,57,88
2020-04-25 14:20:40,52,53
2020-04-25 14:20:50,53,56
2020-04-25 14:21:00,49,41
2020-04-25 14:21:10,54,51
2020-04-25 14:21:20,54,101
2020-04-25 14:21:30,57,123
2020-04-25 14:21:40,55,117
2020-04-25 14:21:50,53,117
2020-04-25 14:22:00,49,51
2020-04-25 14:22:10,46,53
2020-04-25 14:22:20,48,59
2020-04-25 14:22:30,51,53
2020-04-25 14:22:40,52,53
2020-04-25 14:22:50,48,53
2020-04-25 14:23:00,43,45
2020-04-25 14:23:10,52,48
2020-04-25 14:23:20,50,43
2020-04-25 14:23:30,58,85
2020-04-25 14:23:40,56,96
2020-04-25 14:23:50,60,120
2020-04-25 14:24:00,58,88
2020-04-25 14:24:10,56,93
2020-04-25 14:24:20,55,131
2020-04-25 14:24:30,55,112
2020-04-25 14:24:40,60,136
2020-04-25 14:24:50,58,93
2020-04-25 14:25:00,57,51
2020-04-25 14:25:10,51,35
2020-04-25 14:25:20,48,53
2020-04-25 14:25:30,46,56
2020-04-25 14:25:40,56,56
2020-04-25 14:25:50,57,48
2020-04-25 14:26:00,59,48
2020-04-25 14:26:10,57,80
2020-04-25 14:26:20,58,80
2020-04-25 14:26:30,52,67
2020-04-25 14:26:40,48,56
2020-04-25 14:26:50,54,64
2020-04-25 14:27:00,56,65
2020-04-25 14:27:10,59,59
2020-04-25 14:27:20,53,52
2020-04-25 14:27:30,53,53
2020-04-25 14:27:40,54,81
2020-04-25 14:27:50,56,115
2020-04-25 14:28:00,55,115
2020-04-25 14:28:10,52,104
2020-04-25 14:28:20,52,96
2020-04-25 14:28:30,48,49
2020-04-25 14:28:40,47,53
2020-04-25 14:28:50,48,51
2020-04-25 14:29:00,53,56
2020-04-25 14:29:10,54,79
2020-04-25 14:29:20,53,80
2020-04-25 14:29:30,56,103
2020-04-25 14:29:40,44,115
2020-04-25 14:29:50,48,51
2020-04-25 14:30:00,49,51
2020-04-25 14:30:10,50,43
2020-04-25 14:30:20,55,59
2020-04-25 14:30:30,55,61
2020-04-25 14:30:40,47,36
2020-04-25 14:30:50,48,40
2020-04-25 14:31:00,49,51
2020-04-25 14:31:10,53,61
2020-04-25 14:31:20,57,56
2020-04-25 14:31:30,60,101
2020-04-25 14:31:40,65,120
2020-04-25 14:31:50,64,123
2020-04-25 14:32:00,62,112
2020-04-25 14:32:10,55,112
2020-04-25 14:32:20,54,85
2020-04-25 14:32:30,47,45
2020-04-25 14:32:40,51,67
2020-04-25 14:32:50,49,64
2020-04-25 14:33:00,55,88
2020-04-25 14:33:10,50,99
2020-04-25 14:33:20,53,53
2020-04-25 14:33:30,52,56
2020-04-25 14:33:40,55,52
2020-04-25 14:33:50,49,51
2020-04-25 14:34:00,48,60
2020-04-25 14:34:10,51,43
2020-04-25 14:34:20,52,51
2020-04-25 14:34:30,48,48
2020-04-25 14:34:40,50,48
2020-04-25 14:34:50,55,56
2020-04-25 14:35:00,57,53
2020-04-25 14:35:10,63,64
2020-04-25 14:35:20,56,61
2020-04-25 14:35:30,52,64
2020-04-25 14:35:40,53,47
2020-04-25 14:35:50,53,51
2020-04-25 14:36:00,50,52
2020-04-25 14:36:10,52,59
2020-04-25 14:36:20,54,72
2020-04-25 14:36:30,53,53
2020-04-25 14:36:40,48,48
2020-04-25 14:36:50,42,48
2020-04-25 14:37:00,48,52
2020-04-25 14:37:10,42,57
2020-04-25 14:37:20,55,63
2020-04-25 14:37:30,55,53
2020-04-25 14:37:40,56,53
2020-04-25 14:37:50,50,61
2020-04-25 14:38:00,45,49
2020-04-25 14:38:10,50,51
2020-04-25 14:38:20,54,72
2020-04-25 14:38:30,62,97
2020-04-25 14:38:40,55,91
2020-04-25 14:38:50,46,45
2020-04-25 14:39:00,44,51
2020-04-25 14:39:10,49,89
2020-04-25 14:39:20,61,112
2020-04-25 14:39:30,61,104
2020-04-25 14:39:40,58,91
2020-04-25 14:39:50,46,92
2020-04-25 14:40:00,57,99
2020-04-25 14:40:10,52,80
2020-04-25 14:40:20,56,83
2020-04-25 14:40:30,55,88
2020-04-25 14:40:40,57,104
2020-04-25 14:40:50,60,101
2020-04-25 14:41:00,55,75
2020-04-25 14:41:10,55,51
2020-04-25 14:41:20,49,53
2020-04-25 14:41:30,47,52
2020-04-25 14:41:40,52,53
2020-04-25 14:41:50,58,64
2020-04-25 14:42:00,55,61
2020-04-25 14:42:10,49,77
2020-04-25 14:42:20,50,47
2020-04-25 14:42:30,45,52
2020-04-25 14:42:40,47,81
2020-04-25 14:42:50,48,123
2020-04-25 14:43:00,55,123
2020-04-25 14:43:10,54,109
2020-04-25 14:43:20,48,45
2020-04-25 14:43:30,51,109
2020-04-25 14:43:40,54,115
2020-04-25 14:43:50,59,133
2020-04-25 14:44:00,55,91
2020-04-25 14:44:10,54,67
2020-04-25 14:44:20,55,67
2020-04-25 14:44:30,55,61
2020-04-25 14:44:40,50,72
2020-04-25 14:44:50,44,71
2020-04-25 14:45:00,45,71
2020-04-25 14:45:10,47,93
2020-04-25 14:45:20,48,73
2020-04-25 14:45:30,52,88
2020-04-25 14:45:40,49,45
2020-04-25 14:45:50,43,63
2020-04-25 14:46:00,42,51
2020-04-25 14:46:10,45,43
2020-04-25 14:46:20,47,51
2020-04-25 14:46:30,45,48
2020-04-25 14:46:40,46,51
2020-04-25 14:46:50,46,59
2020-04-25 14:47:00,53,88
2020-04-25 14:47:10,56,100
2020-04-25 14:47:20,53,115
2020-04-25 14:47:30,52,115
2020-04-25 14:47:40,53,68
2020-04-25 14:47:50,56,103
2020-04-25 14:48:00,59,128
2020-04-25 14:48:10,57,125
2020-04-25 14:48:20,54,125
2020-04-25 14:48:30,50,51
2020-04-25 14:48:40,53,53
2020-04-25 14:48:50,52,56
2020-04-25 14:49:00,53,56
2020-04-25 14:49:10,52,80
2020-04-25 14:49:20,55,92
2020-04-25 14:49:30,47,67
2020-04-25 14:49:40,48,63
2020-04-25 14:49:50,44,51
2020-04-25 14:50:00,49,56
2020-04-25 14:50:10,53,88
2020-04-25 14:50:20,54,59
2020-04-25 14:50:30,49,53
2020-04-25 14:50:40,45,49
2020-04-25 14:50:50,47,51
2020-04-25 14:51:00,48,52
2020-04-25 14:51:10,47,79
2020-04-25 14:51:20,48,81
2020-04-25 14:51:30,45,80
2020-04-25 14:51:40,51,83
2020-04-25 14:51:50,53,67
2020-04-25 14:52:00,53,88
2020-04-25 14:52:10,49,51
2020-04-25 14:52:20,58,85
2020-04-25 14:52:30,57,112
2020-04-25 14:52:40,54,120
2020-04-25 14:52:50,52,112
2020-04-25 14:53:00,50,67
2020-04-25 14:53:10,51,51
2020-04-25 14:53:20,48,43
2020-04-25 14:53:30,46,48
2020-04-25 14:53:40,49,49
2020-04-25 14:53:50,47,48
2020-04-25 14:54:00,50,48
2020-04-25 14:54:10,52,53
2020-04-25 14:54:20,55,53
2020-04-25 14:54:30,51,56
2020-04-25 14:54:40,52,56
2020-04-25 14:54:50,53,63
2020-04-25 14:55:00,56,49
2020-04-25 14:55:10,54,52
2020-04-25 14:55:20,56,60
2020-04-25 14:55:30,50,60
2020-04-25 14:55:40,48,53
2020-04-25 14:55:50,49,112
2020-04-25 14:56:00,55,115
2020-04-25 14:56:10,54,115
2020-04-25 14:56:20,49,61
2020-04-25 14:56:30,47,48
2020-04-25 14:56:40,48,61
2020-04-25 14:56:50,49,53
2020-04-25 14:57:00,48,53
2020-04-25 14:57:10,49,51
2020-04-25 14:57:20,49,43
2020-04-25 14:57:30,52,41
2020-04-25 14:57:40,56,43
2020-04-25 14:57:50,57,48
2020-04-25 14:58:00,55,48
2020-04-25 14:58:10,54,53
2020-04-25 14:58:20,49,95
2020-04-25 14:58:30,50,100
2020-04-25 14:58:40,46,101
2020-04-25 14:58:50,45,88
2020-04-25 14:59:00,39,53
2020-04-25 14:59:10,44,51
2020-04-25 14:59:20,51,51
2020-04-25 14:59:30,51,64
2020-04-25 14:59:40,47,72
2020-04-25 14:59:50,43,43
2020-04-25 15:00:00,44,56
2020-04-25 15:00:10,53,56
2020-04-25 15:00:20,54,61
2020-04-25 15:00:30,54,69
2020-04-25 15:00:40,49,45
2020-04-25 15:00:50,59,64
2020-04-25 15:01:00,61,48
2020-04-25 15:01:10,56,56
2020-04-25 15:01:20,53,51
2020-04-25 15:01:30,52,51
2020-04-25 15:01:40,50,51
2020-04-25 15:01:50,46,51
2020-04-25 15:02:00,50,43
2020-04-25 15:02:10,50,51
2020-04-25 15:02:20,46,51
2020-04-25 15:02:30,46,59
2020-04-25 15:02:40,51,56
2020-04-25 15:02:50,52,49
2020-04-25 15:03:00,51,49
2020-04-25 15:03:10,48,45
2020-04-25 15:03:20,48,45
2020-04-25 15:03:30,57,59
2020-04-25 15:03:40,54,59
2020-04-25 15:03:50,56,51
2020-04-25 15:04:00,51,53
2020-04-25 15:04:10,59,61
2020-04-25 15:04:20,56,64
2020-04-25 15:04:30,56,59
2020-04-25 15:04:40,51,72
2020-04-25 15:04:50,51,61
2020-04-25 15:05:00,49,69
2020-04-25 15:05:10,46,51
2020-04-25 15:05:20,44,53
2020-04-25 15:05:30,43,75
2020-04-25 15:05:40,45,72
2020-04-25 15:05:50,49,77
2020-04-25 15:06:00,50,123
2020-04-25 15:06:10,49,99
2020-04-25 15:06:20,52,123
2020-04-25 15:06:30,48,88
2020-04-25 15:06:40,53,125
2020-04-25 15:06:50,53,80
2020-04-25 15:07:00,51,69
2020-04-25 15:07:10,46,53
2020-04-25 15:07:20,44,40
2020-04-25 15:07:30,47,45
2020-04-25 15:07:40,54,51
2020-04-25 15:07:50,50,43
2020-04-25 15:08:00,51,48
2020-04-25 15:08:10,45,85
2020-04-25 15:08:20,46,88
2020-04-25 15:08:30,47,88
2020-04-25 15:08:40,47,53
2020-04-25 15:08:50,51,53
2020-04-25 15:09:00,48,51
2020-04-25 15:09:10,48,48
2020-04-25 15:09:20,45,45
2020-04-25 15:09:30,50,56
2020-04-25 15:09:40,54,56
2020-04-25 15:09:50,56,88
2020-04-25 15:10:00,56,115
2020-04-25 15:10:10,53,56
2020-04-25 15:10:20,48,51
2020-04-25 15:10:30,45,51
2020-04-25 15:10:40,46,48
2020-04-25 15:10:50,49,53
2020-04-25 15:11:00,50,52
2020-04-25 15:11:10,43,51
2020-04-25 15:11:20,42,53
2020-04-25 15:11:30,40,53
2020-04-25 15:11:40,46,53
2020-04-25 15:11:50,46,56
2020-04-25 15:12:00,47,51
2020-04-25 15:12:10,47,49
2020-04-25 15:12:20,45,52
2020-04-25 15:12:30,41,43
2020-04-25 15:12:40,41,48
2020-04-25 15:12:50,45,51
2020-04-25 15:13:00,44,51
2020-04-25 15:13:10,43,48
2020-04-25 15:13:20,46,48
2020-04-25 15:13:30,48,64
2020-04-25 15:13:40,47,59
2020-04-25 15:13:50,46,53
2020-04-25 15:14:00,43,51
2020-04-25 15:14:10,42,51
2020-04-25 15:14:20,39,51
2020-04-25 15:14:30,45,45
2020-04-25 15:14:40,49,51
2020-04-25 15:14:50,50,51
2020-04-25 15:15:00,42,53
2020-04-25 15:15:10,42,67
2020-04-25 15:15:20,42,51
2020-04-25 15:15:30,39,53
2020-04-25 15:15:40,43,45
2020-04-25 15:15:50,44,51
2020-04-25 15:16:00,49,51
2020-04-25 15:16:10,50,51
2020-04-25 15:16:20,45,61
2020-04-25 15:16:30,44,104
2020-04-25 15:16:40,45,109
2020-04-25 15:16:50,44,100
2020-04-25 15:17:00,43,69
2020-04-25 15:17:10,40,43
2020-04-25 15:17:20,39,39
2020-04-25 15:17:30,43,60
2020-04-25 15:17:40,46,112
2020-04-25 15:17:50,48,112
2020-04-25 15:18:00,46,69
2020-04-25 15:18:10,48,56
2020-04-25 15:18:20,47,56
2020-04-25 15:18:30,47,51
2020-04-25 15:18:40,47,40
2020-04-25 15:18:50,49,56
2020-04-25 15:19:00,50,53
2020-04-25 15:19:10,45,50
2020-04-25 15:19:20,47,51
2020-04-25 15:19:30,48,69
2020-04-25 15:19:40,63,72
2020-04-25 15:19:50,64,67
2020-04-25 15:20:00,70,56
2020-04-25 15:20:10,74,53
2020-04-25 15:20:20,78,83
2020-04-25 15:20:30,73,93
2020-04-25 15:20:40,70,96
2020-04-25 15:20:50,66,85
2020-04-25 15:21:00,70,83
2020-04-25 15:21:10,70,77
2020-04-25 15:21:20,72,91
2020-04-25 15:21:30,69,61
2020-04-25 15:21:40,67,64
2020-04-25 15:21:50,62,61
2020-04-25 15:22:00,63,91
2020-04-25 15:22:10,59,117
2020-04-25 15:22:20,59,125
2020-04-25 15:22:30,63,93
2020-04-25 15:22:40,66,80
2020-04-25 15:22:50,72,77
2020-04-25 15:23:00,68,72
2020-04-25 15:23:10,64,64
2020-04-25 15:23:20,67,80
2020-04-25 15:23:30,77,96
2020-04-25 15:23:40,73,80
2020-04-25 15:23:50,68,83
2020-04-25 15:24:00,66,91
2020-04-25 15:24:10,70,115
2020-04-25 15:24:20,69,123
2020-04-25 15:24:30,60,123
2020-04-25 15:24:40,57,99
2020-04-25 15:24:50,60,115
2020-04-25 15:25:00,68,112
2020-04-25 15:25:10,65,103
2020-04-25 15:25:20,66,104
2020-04-25 15:25:30,63,123
2020-04-25 15:25:40,59,117
2020-04-25 15:25:50,65,67
2020-04-25 15:26:00,63,59
2020-04-25 15:26:10,62,59
2020-04-25 15:26:20,61,59
2020-04-25 15:26:30,68,61
2020-04-25 15:26:40,70,85
2020-04-25 15:26:50,63,85
2020-04-25 15:27:00,58,112
2020-04-25 15:27:10,60,93
2020-04-25 15:27:20,71,125
2020-04-25 15:27:30,69,107
2020-04-25 15:27:40,71,91
2020-04-25 15:27:50,70,123
2020-04-25 15:28:00,66,91
2020-04-25 15:28:10,71,123
2020-04-25 15:28:20,65,61
2020-04-25 15:28:30,65,56
2020-04-25 15:28:40,64,49
2020-04-25 15:28:50,61,45
2020-04-25 15:29:00,60,48
2020-04-25 15:29:10,68,53
2020-04-25 15:29:20,69,61
2020-04-25 15:29:30,67,56
2020-04-25 15:29:40,55,45
2020-04-25 15:29:50,54,40
2020-04-25 15:30:00,55,51
2020-04-25 15:30:10,58,61
2020-04-25 15:30:20,56,52
2020-04-25 15:30:30,58,75
2020-04-25 15:30:40,55,91
2020-04-25 15:30:50,59,117
2020-04-25 15:31:00,62,128
2020-04-25 15:31:10,64,93
2020-04-25 15:31:20,71,99
2020-04-25 15:31:30,64,64
2020-04-25 15:31:40,71,117
2020-04-25 15:31:50,62,105
2020-04-25 15:32:00,64,123
2020-04-25 15:32:10,56,115
2020-04-25 15:32:20,59,115
2020-04-25 15:32:30,58,96
2020-04-25 15:32:40,62,96
2020-04-25 15:32:50,63,96
2020-04-25 15:33:00,67,59
2020-04-25 15:33:10,69,103
2020-04-25 15:33:20,68,95
2020-04-25 15:33:30,62,85
2020-04-25 15:33:40,66,53
2020-04-25 15:33:50,68,53
2020-04-25 15:34:00,66,45
2020-04-25 15:34:10,58,72
2020-04-25 15:34:20,57,72
2020-04-25 15:34:30,55,53
2020-04-25 15:34:40,62,67
2020-04-25 15:34:50,64,83
2020-04-25 15:35:00,64,85
2020-04-25 15:35:10,62,136
2020-04-25 15:35:20,65,101
2020-04-25 15:35:30,70,123
2020-04-25 15:35:40,73,93
2020-04-25 15:35:50,75,117
2020-04-25 15:36:00,73,117
2020-04-25 15:36:10,78,75
2020-04-25 15:36:20,73,53
2020-04-25 15:36:30,69,53
2020-04-25 15:36:40,59,53
2020-04-25 15:36:50,53,51
2020-04-25 15:37:00,57,61
2020-04-25 15:37:10,66,61
2020-04-25 15:37:20,69,120
2020-04-25 15:37:30,66,131
2020-04-25 15:37:40,70,80
2020-04-25 15:37:50,69,59
2020-04-25 15:38:00,73,93
2020-04-25 15:38:10,68,104
2020-04-25 15:38:20,67,112
2020-04-25 15:38:30,64,117
2020-04-25 15:38:40,65,117
2020-04-25 15:38:50,62,117
2020-04-25 15:39:00,58,53
2020-04-25 15:39:10,64,81
2020-04-25 15:39:20,63,107
2020-04-25 15:39:30,71,123
2020-04-25 15:39:40,72,115
2020-04-25 15:39:50,70,91
2020-04-25 15:40:00,62,69
2020-04-25 15:40:10,68,69
2020-04-25 15:40:20,63,75
