Time,Ground Truth,Estimation
2020-04-25 11:06:30,58,104
2020-04-25 11:06:40,62,112
2020-04-25 11:06:50,65,109
2020-04-25 11:07:00,74,117
2020-04-25 11:07:10,64,56
2020-04-25 11:07:20,59,40
2020-04-25 11:07:30,63,64
2020-04-25 11:07:40,69,88
2020-04-25 11:07:50,65,67
2020-04-25 11:08:00,61,68
2020-04-25 11:08:10,60,69
2020-04-25 11:08:20,56,64
2020-04-25 11:08:30,63,56
2020-04-25 11:08:40,56,51
2020-04-25 11:08:50,58,51
2020-04-25 11:09:00,58,49
2020-04-25 11:09:10,59,51
2020-04-25 11:09:20,59,91
2020-04-25 11:09:30,63,59
2020-04-25 11:09:40,76,123
2020-04-25 11:09:50,72,85
2020-04-25 11:10:00,67,85
2020-04-25 11:10:10,66,64
2020-04-25 11:10:20,69,67
2020-04-25 11:10:30,68,59
2020-04-25 11:10:40,68,112
2020-04-25 11:10:50,72,133
2020-04-25 11:11:00,67,128
2020-04-25 11:11:10,73,187
2020-04-25 11:11:20,71,93
2020-04-25 11:11:30,64,112
2020-04-25 11:11:40,58,64
2020-04-25 11:11:50,61,53
2020-04-25 11:12:00,62,53
2020-04-25 11:12:10,64,64
2020-04-25 11:12:20,63,107
2020-04-25 11:12:30,64,85
2020-04-25 11:12:40,63,83
2020-04-25 11:12:50,57,85
2020-04-25 11:13:00,56,85
2020-04-25 11:13:10,63,83
2020-04-25 11:13:20,62,53
2020-04-25 11:13:30,65,61
2020-04-25 11:13:40,65,75
2020-04-25 11:13:50,58,77
2020-04-25 11:14:00,55,85
2020-04-25 11:14:10,57,83
2020-04-25 11:14:20,67,109
2020-04-25 11:14:30,66,96
2020-04-25 11:14:40,62,69
2020-04-25 11:14:50,66,88
2020-04-25 11:15:00,71,83
2020-04-25 11:15:10,65,85
2020-04-25 11:15:20,61,52
2020-04-25 11:15:30,50,53
2020-04-25 11:15:40,47,48
2020-04-25 11:15:50,46,45
2020-04-25 11:16:00,46,51
2020-04-25 11:16:10,58,64
2020-04-25 11:16:20,64,93
2020-04-25 11:16:30,65,104
2020-04-25 11:16:40,65,123
2020-04-25 11:16:50,73,115
2020-04-25 11:17:00,75,93
2020-04-25 11:17:10,71,77
2020-04-25 11:17:20,68,67
2020-04-25 11:17:30,59,72
2020-04-25 11:17:40,64,101
2020-04-25 11:17:50,62,117
2020-04-25 11:18:00,65,117
2020-04-25 11:18:10,60,77
2020-04-25 11:18:20,60,109
2020-04-25 11:18:30,56,107
2020-04-25 11:18:40,60,91
2020-04-25 11:18:50,67,80
2020-04-25 11:19:00,68,64
2020-04-25 11:19:10,68,88
2020-04-25 11:19:20,61,93
2020-04-25 11:19:30,68,117
2020-04-25 11:19:40,64,117
2020-04-25 11:19:50,68,77
2020-04-25 11:20:00,59,88
2020-04-25 11:20:10,61,88
2020-04-25 11:20:20,58,96
2020-04-25 11:20:30,62,93
2020-04-25 11:20:40,65,93
2020-04-25 11:20:50,62,115
2020-04-25 11:21:00,62,112
2020-04-25 11:21:10,65,88
2020-04-25 11:21:20,61,87
2020-04-25 11:21:30,59,65
2020-04-25 11:21:40,60,83
2020-04-25 11:21:50,58,67
2020-04-25 11:22:00,57,85
2020-04-25 11:22:10,59,51
2020-04-25 11:22:20,60,51
2020-04-25 11:22:30,59,53
2020-04-25 11:22:40,62,72
2020-04-25 11:22:50,63,101
2020-04-25 11:23:00,64,141
2020-04-25 11:23:10,56,131
2020-04-25 11:23:20,59,133
2020-04-25 11:23:30,59,91
2020-04-25 11:23:40,60,96
2020-04-25 11:23:50,66,107
2020-04-25 11:24:00,68,105
2020-04-25 11:24:10,70,117
2020-04-25 11:24:20,68,133
2020-04-25 11:24:30,61,133
2020-04-25 11:24:40,59,101
2020-04-25 11:24:50,65,104
2020-04-25 11:25:00,65,117
2020-04-25 11:25:10,69,125
2020-04-25 11:25:20,61,93
2020-04-25 11:25:30,60,80
2020-04-25 11:25:40,61,64
2020-04-25 11:25:50,61,76
2020-04-25 11:26:00,61,63
2020-04-25 11:26:10,65,72
2020-04-25 11:26:20,61,101
2020-04-25 11:26:30,61,112
2020-04-25 11:26:40,60,101
2020-04-25 11:26:50,59,123
2020-04-25 11:27:00,61,96
2020-04-25 11:27:10,60,96
2020-04-25 11:27:20,56,93
2020-04-25 11:27:30,63,96
2020-04-25 11:27:40,68,96
2020-04-25 11:27:50,70,123
2020-04-25 11:28:00,70,128
2020-04-25 11:28:10,68,88
2020-04-25 11:28:20,66,80
2020-04-25 11:28:30,62,53
2020-04-25 11:28:40,63,59
2020-04-25 11:28:50,67,80
2020-04-25 11:29:00,69,99
2020-04-25 11:29:10,65,91
2020-04-25 11:29:20,66,53
2020-04-25 11:29:30,68,56
2020-04-25 11:29:40,58,45
2020-04-25 11:29:50,51,48
2020-04-25 11:30:00,51,59
2020-04-25 11:30:10,57,64
2020-04-25 11:30:20,61,79
2020-04-25 11:30:30,61,133
2020-04-25 11:30:40,56,109
2020-04-25 11:30:50,68,109
2020-04-25 11:31:00,63,88
2020-04-25 11:31:10,67,77
2020-04-25 11:31:20,57,83
2020-04-25 11:31:30,62,48
2020-04-25 11:31:40,66,87
2020-04-25 11:31:50,71,87
2020-04-25 11:32:00,67,67
2020-04-25 11:32:10,68,61
2020-04-25 11:32:20,68,67
2020-04-25 11:32:30,64,93
2020-04-25 11:32:40,61,115
2020-04-25 11:32:50,61,77
2020-04-25 11:33:00,59,71
2020-04-25 11:33:10,63,60
2020-04-25 11:33:20,66,59
2020-04-25 11:33:30,58,53
2020-04-25 11:33:40,54,48
2020-04-25 11:33:50,57,59
2020-04-25 11:34:00,60,95
2020-04-25 11:34:10,57,73
2020-04-25 11:34:20,54,60
2020-04-25 11:34:30,60,51
2020-04-25 11:34:40,66,61
2020-04-25 11:34:50,72,61
2020-04-25 11:35:00,64,56
2020-04-25 11:35:10,65,128
2020-04-25 11:35:20,57,120
2020-04-25 11:35:30,71,128
2020-04-25 11:35:40,65,85
2020-04-25 11:35:50,67,93
2020-04-25 11:36:00,61,65
2020-04-25 11:36:10,68,117
2020-04-25 11:36:20,67,109
2020-04-25 11:36:30,67,117
2020-04-25 11:36:40,61,93
2020-04-25 11:36:50,57,91
2020-04-25 11:37:00,57,56
2020-04-25 11:37:10,62,67
2020-04-25 11:37:20,65,48
2020-04-25 11:37:30,60,64
2020-04-25 11:37:40,54,59
2020-04-25 11:37:50,53,123
2020-04-25 11:38:00,59,115
2020-04-25 11:38:10,59,120
2020-04-25 11:38:20,61,88
2020-04-25 11:38:30,60,83
2020-04-25 11:38:40,59,64
2020-04-25 11:38:50,59,80
2020-04-25 11:39:00,66,109
2020-04-25 11:39:10,66,64
2020-04-25 11:39:20,75,61
2020-04-25 11:39:30,70,93
2020-04-25 11:39:40,68,117
2020-04-25 11:39:50,66,101
2020-04-25 11:40:00,71,123
2020-04-25 11:40:10,65,123
2020-04-25 11:40:20,61,51
2020-04-25 11:40:30,57,53
2020-04-25 11:40:40,60,53
2020-04-25 11:40:50,58,56
2020-04-25 11:41:00,63,115
2020-04-25 11:41:10,55,101
2020-04-25 11:41:20,62,59
2020-04-25 11:41:30,69,96
2020-04-25 11:41:40,72,131
2020-04-25 11:41:50,73,131
2020-04-25 11:42:00,68,115
2020-04-25 11:42:10,64,59
2020-04-25 11:42:20,63,61
2020-04-25 11:42:30,58,64
2020-04-25 11:42:40,63,59
2020-04-25 11:42:50,63,120
2020-04-25 11:43:00,67,107
2020-04-25 11:43:10,62,107
2020-04-25 11:43:20,65,61
2020-04-25 11:43:30,69,61
2020-04-25 11:43:40,68,75
2020-04-25 11:43:50,68,91
2020-04-25 11:44:00,67,107
2020-04-25 11:44:10,63,109
2020-04-25 11:44:20,61,120
2020-04-25 11:44:30,56,56
2020-04-25 11:44:40,47,72
2020-04-25 11:44:50,47,101
2020-04-25 11:45:00,56,104
2020-04-25 11:45:10,61,107
2020-04-25 11:45:20,65,63
2020-04-25 11:45:30,67,219
2020-04-25 11:45:40,65,163
2020-04-25 11:45:50,55,128
2020-04-25 11:46:00,60,88
2020-04-25 11:46:10,63,61
2020-04-25 11:46:20,66,96
2020-04-25 11:46:30,63,101
2020-04-25 11:46:40,60,101
2020-04-25 11:46:50,64,72
2020-04-25 11:47:00,61,56
2020-04-25 11:47:10,63,53
2020-04-25 11:47:20,57,45
2020-04-25 11:47:30,61,61
2020-04-25 11:47:40,60,96
2020-04-25 11:47:50,62,64
2020-04-25 11:48:00,61,64
2020-04-25 11:48:10,63,91
2020-04-25 11:48:20,63,101
2020-04-25 11:48:30,60,107
2020-04-25 11:48:40,56,56
2020-04-25 11:48:50,61,69
2020-04-25 11:49:00,64,67
2020-04-25 11:49:10,69,88
2020-04-25 11:49:20,69,133
2020-04-25 11:49:30,66,120
2020-04-25 11:49:40,61,64
2020-04-25 11:49:50,63,107
2020-04-25 11:50:00,64,112
2020-04-25 11:50:10,59,101
2020-04-25 11:50:20,64,93
2020-04-25 11:50:30,64,88
2020-04-25 11:50:40,68,56
2020-04-25 11:50:50,62,53
2020-04-25 11:51:00,63,61
2020-04-25 11:51:10,57,56
2020-04-25 11:51:20,60,115
2020-04-25 11:51:30,58,91
2020-04-25 11:51:40,54,51
2020-04-25 11:51:50,55,117
2020-04-25 11:52:00,70,120
2020-04-25 11:52:10,66,107
2020-04-25 11:52:20,63,75
2020-04-25 11:52:30,60,88
2020-04-25 11:52:40,61,152
2020-04-25 11:52:50,63,123
2020-04-25 11:53:00,58,115
2020-04-25 11:53:10,54,53
2020-04-25 11:53:20,55,51
2020-04-25 11:53:30,54,53
2020-04-25 11:53:40,66,72
2020-04-25 11:53:50,66,117
2020-04-25 11:54:00,66,120
2020-04-25 11:54:10,59,85
2020-04-25 11:54:20,56,63
2020-04-25 11:54:30,57,88
2020-04-25 11:54:40,52,80
2020-04-25 11:54:50,52,59
2020-04-25 11:55:00,55,53
2020-04-25 11:55:10,58,67
2020-04-25 11:55:20,64,125
2020-04-25 11:55:30,58,88
2020-04-25 11:55:40,60,131
2020-04-25 11:55:50,63,133
2020-04-25 11:56:00,66,96
2020-04-25 11:56:10,61,96
2020-04-25 11:56:20,62,61
2020-04-25 11:56:30,56,75
2020-04-25 11:56:40,68,75
2020-04-25 11:56:50,62,83
2020-04-25 11:57:00,61,80
2020-04-25 11:57:10,56,80
2020-04-25 11:57:20,58,85
2020-04-25 11:57:30,63,131
2020-04-25 11:57:40,64,107
2020-04-25 11:57:50,64,115
2020-04-25 11:58:00,68,115
2020-04-25 11:58:10,67,117
2020-04-25 11:58:20,64,115
2020-04-25 11:58:30,59,85
2020-04-25 11:58:40,63,93
2020-04-25 11:58:50,58,115
2020-04-25 11:59:00,58,120
2020-04-25 11:59:10,56,53
2020-04-25 11:59:20,59,48
2020-04-25 11:59:30,56,45
2020-04-25 11:59:40,57,83
2020-04-25 11:59:50,63,120
2020-04-25 12:00:00,69,117
2020-04-25 12:00:10,68,117
2020-04-25 12:00:20,64,107
2020-04-25 12:00:30,62,115
2020-04-25 12:00:40,60,115
2020-04-25 12:00:50,52,93
2020-04-25 12:01:00,57,56
2020-04-25 12:01:10,59,53
2020-04-25 12:01:20,62,61
2020-04-25 12:01:30,62,115
2020-04-25 12:01:40,57,64
2020-04-25 12:01:50,64,56
2020-04-25 12:02:00,65,59
2020-04-25 12:02:10,63,115
2020-04-25 12:02:20,61,117
2020-04-25 12:02:30,60,117
2020-04-25 12:02:40,57,103
2020-04-25 12:02:50,53,85
2020-04-25 12:03:00,56,88
2020-04-25 12:03:10,54,61
2020-04-25 12:03:20,54,72
2020-04-25 12:03:30,53,61
2020-04-25 12:03:40,58,72
2020-04-25 12:03:50,61,85
2020-04-25 12:04:00,62,69
2020-04-25 12:04:10,63,85
2020-04-25 12:04:20,63,51
2020-04-25 12:04:30,62,88
2020-04-25 12:04:40,66,115
2020-04-25 12:04:50,64,120
2020-04-25 12:05:00,73,131
2020-04-25 12:05:10,65,93
2020-04-25 12:05:20,65,88
2020-04-25 12:05:30,61,88
2020-04-25 12:05:40,59,61
2020-04-25 12:05:50,55,77
2020-04-25 12:06:00,48,51
2020-04-25 12:06:10,53,80
2020-04-25 12:06:20,55,109
2020-04-25 12:06:30,60,109
2020-04-25 12:06:40,61,53
2020-04-25 12:06:50,64,59
2020-04-25 12:07:00,67,91
2020-04-25 12:07:10,64,163
2020-04-25 12:07:20,61,203
2020-04-25 12:07:30,51,144
2020-04-25 12:07:40,55,61
2020-04-25 12:07:50,58,59
2020-04-25 12:08:00,58,56
2020-04-25 12:08:10,56,56
2020-04-25 12:08:20,54,56
2020-04-25 12:08:30,59,56
2020-04-25 12:08:40,60,53
2020-04-25 12:08:50,64,59
2020-04-25 12:09:00,67,96
2020-04-25 12:09:10,67,117
2020-04-25 12:09:20,59,64
2020-04-25 12:09:30,53,59
2020-04-25 12:09:40,50,59
2020-04-25 12:09:50,53,59
2020-04-25 12:10:00,50,43
2020-04-25 12:10:10,58,67
2020-04-25 12:10:20,56,75
2020-04-25 12:10:30,67,96
2020-04-25 12:10:40,69,72
2020-04-25 12:10:50,78,123
2020-04-25 12:11:00,72,117
2020-04-25 12:11:10,65,56
2020-04-25 12:11:20,56,43
2020-04-25 12:11:30,62,57
2020-04-25 12:11:40,70,115
2020-04-25 12:11:50,69,117
2020-04-25 12:12:00,64,108
2020-04-25 12:12:10,61,53
2020-04-25 12:12:20,51,53
2020-04-25 12:12:30,52,88
2020-04-25 12:12:40,52,83
2020-04-25 12:12:50,52,104
2020-04-25 12:13:00,54,80
2020-04-25 12:13:10,56,69
2020-04-25 12:13:20,67,104
2020-04-25 12:13:30,64,75
2020-04-25 12:13:40,68,96
2020-04-25 12:13:50,67,80
2020-04-25 12:14:00,65,85
2020-04-25 12:14:10,67,60
2020-04-25 12:14:20,65,67
2020-04-25 12:14:30,59,53
2020-04-25 12:14:40,60,133
2020-04-25 12:14:50,66,117
2020-04-25 12:15:00,65,107
2020-04-25 12:15:10,62,93
2020-04-25 12:15:20,57,71
2020-04-25 12:15:30,55,115
2020-04-25 12:15:40,56,115
2020-04-25 12:15:50,63,96
2020-04-25 12:16:00,71,123
2020-04-25 12:16:10,62,123
2020-04-25 12:16:20,58,120
2020-04-25 12:16:30,60,115
2020-04-25 12:16:40,65,112
2020-04-25 12:16:50,65,112
2020-04-25 12:17:00,60,77
2020-04-25 12:17:10,59,53
2020-04-25 12:17:20,57,53
2020-04-25 12:17:30,52,47
2020-04-25 12:17:40,50,40
2020-04-25 12:17:50,58,57
2020-04-25 12:18:00,59,57
2020-04-25 12:18:10,64,64
2020-04-25 12:18:20,60,96
2020-04-25 12:18:30,68,115
2020-04-25 12:18:40,61,109
2020-04-25 12:18:50,55,125
2020-04-25 12:19:00,54,104
2020-04-25 12:19:10,57,64
2020-04-25 12:19:20,60,77
2020-04-25 12:19:30,68,85
2020-04-25 12:19:40,66,123
2020-04-25 12:19:50,63,85
2020-04-25 12:20:00,52,48
2020-04-25 12:20:10,53,48
2020-04-25 12:20:20,56,51
2020-04-25 12:20:30,52,53
2020-04-25 12:20:40,58,117
2020-04-25 12:20:50,61,117
2020-04-25 12:21:00,66,109
2020-04-25 12:21:10,60,59
2020-04-25 12:21:20,57,59
2020-04-25 12:21:30,57,99
2020-04-25 12:21:40,54,101
2020-04-25 12:21:50,56,83
2020-04-25 12:22:00,61,51
2020-04-25 12:22:10,62,53
2020-04-25 12:22:20,59,59
2020-04-25 12:22:30,52,61
2020-04-25 12:22:40,55,69
2020-04-25 12:22:50,57,69
2020-04-25 12:23:00,57,61
2020-04-25 12:23:10,53,53
2020-04-25 12:23:20,63,64
2020-04-25 12:23:30,63,59
2020-04-25 12:23:40,65,69
2020-04-25 12:23:50,61,69
2020-04-25 12:24:00,64,96
2020-04-25 12:24:10,69,67
2020-04-25 12:24:20,66,67
2020-04-25 12:24:30,61,56
2020-04-25 12:24:40,58,53
2020-04-25 12:24:50,58,51
2020-04-25 12:25:00,52,49
2020-04-25 12:25:10,51,61
2020-04-25 12:25:20,50,53
2020-04-25 12:25:30,52,53
2020-04-25 12:25:40,53,48
2020-04-25 12:25:50,52,59
2020-04-25 12:26:00,51,67
2020-04-25 12:26:10,60,69
2020-04-25 12:26:20,55,53
2020-04-25 12:26:30,62,69
2020-04-25 12:26:40,57,80
2020-04-25 12:26:50,58,80
2020-04-25 12:27:00,59,53
2020-04-25 12:27:10,60,56
2020-04-25 12:27:20,59,67
2020-04-25 12:27:30,67,111
2020-04-25 12:27:40,58,115
2020-04-25 12:27:50,65,115
2020-04-25 12:28:00,56,115
2020-04-25 12:28:10,62,115
2020-04-25 12:28:20,61,115
2020-04-25 12:28:30,60,115
2020-04-25 12:28:40,56,91
2020-04-25 12:28:50,60,101
2020-04-25 12:29:00,68,123
2020-04-25 12:29:10,70,101
2020-04-25 12:29:20,67,75
2020-04-25 12:29:30,54,64
2020-04-25 12:29:40,52,75
2020-04-25 12:29:50,54,96
2020-04-25 12:30:00,64,96
2020-04-25 12:30:10,64,75
2020-04-25 12:30:20,60,109
2020-04-25 12:30:30,68,91
2020-04-25 12:30:40,68,91
2020-04-25 12:30:50,64,59
2020-04-25 12:31:00,54,59
2020-04-25 12:31:10,53,53
2020-04-25 12:31:20,54,60
2020-04-25 12:31:30,52,47
2020-04-25 12:31:40,48,51
2020-04-25 12:31:50,51,51
2020-04-25 12:32:00,56,80
2020-04-25 12:32:10,58,56
2020-04-25 12:32:20,56,56
2020-04-25 12:32:30,54,53
2020-04-25 12:32:40,55,80
2020-04-25 12:32:50,51,45
2020-04-25 12:33:00,54,51
2020-04-25 12:33:10,52,51
2020-04-25 12:33:20,57,91
2020-04-25 12:33:30,57,53
2020-04-25 12:33:40,63,85
2020-04-25 12:33:50,57,53
2020-04-25 12:34:00,55,56
2020-04-25 12:34:10,57,79
2020-04-25 12:34:20,59,85
2020-04-25 12:34:30,60,85
2020-04-25 12:34:40,55,101
2020-04-25 12:34:50,56,107
2020-04-25 12:35:00,52,101
2020-04-25 12:35:10,58,83
2020-04-25 12:35:20,62,75
2020-04-25 12:35:30,66,115
2020-04-25 12:35:40,66,69
2020-04-25 12:35:50,65,96
2020-04-25 12:36:00,60,53
2020-04-25 12:36:10,55,45
2020-04-25 12:36:20,60,91
2020-04-25 12:36:30,60,104
2020-04-25 12:36:40,60,80
2020-04-25 12:36:50,52,104
2020-04-25 12:37:00,54,53
2020-04-25 12:37:10,57,56
2020-04-25 12:37:20,51,55
2020-04-25 12:37:30,47,49
2020-04-25 12:37:40,54,53
2020-04-25 12:37:50,57,53
2020-04-25 12:38:00,63,112
2020-04-25 12:38:10,59,104
2020-04-25 12:38:20,68,112
2020-04-25 12:38:30,58,107
2020-04-25 12:38:40,61,69
2020-04-25 12:38:50,51,59
2020-04-25 12:39:00,53,48
2020-04-25 12:39:10,54,59
2020-04-25 12:39:20,56,61
2020-04-25 12:39:30,53,77
2020-04-25 12:39:40,57,61
2020-04-25 12:39:50,55,59
2020-04-25 12:40:00,53,53
2020-04-25 12:40:10,57,55
2020-04-25 12:40:20,64,61
2020-04-25 12:40:30,63,123
2020-04-25 12:40:40,58,85
2020-04-25 12:40:50,57,91
2020-04-25 12:41:00,55,56
2020-04-25 12:41:10,57,64
2020-04-25 12:41:20,56,69
2020-04-25 12:41:30,61,61
2020-04-25 12:41:40,62,59
2020-04-25 12:41:50,66,64
2020-04-25 12:42:00,61,64
2020-04-25 12:42:10,57,64
2020-04-25 12:42:20,49,83
2020-04-25 12:42:30,56,108
2020-04-25 12:42:40,63,113
2020-04-25 12:42:50,64,105
2020-04-25 12:43:00,58,59
2020-04-25 12:43:10,52,83
2020-04-25 12:43:20,58,87
2020-04-25 12:43:30,63,160
2020-04-25 12:43:40,60,123
2020-04-25 12:43:50,63,91
2020-04-25 12:44:00,54,53
2020-04-25 12:44:10,56,49
2020-04-25 12:44:20,48,51
2020-04-25 12:44:30,49,51
2020-04-25 12:44:40,50,48
2020-04-25 12:44:50,51,48
2020-04-25 12:45:00,46,48
2020-04-25 12:45:10,52,51
2020-04-25 12:45:20,53,51
2020-04-25 12:45:30,61,51
2020-04-25 12:45:40,57,51
2020-04-25 12:45:50,55,53
2020-04-25 12:46:00,49,61
2020-04-25 12:46:10,51,67
2020-04-25 12:46:20,54,64
2020-04-25 12:46:30,60,64
2020-04-25 12:46:40,64,93
2020-04-25 12:46:50,59,67
2020-04-25 12:47:00,54,61
2020-04-25 12:47:10,55,85
2020-04-25 12:47:20,51,81
2020-04-25 12:47:30,64,72
2020-04-25 12:47:40,67,69
2020-04-25 12:47:50,67,51
2020-04-25 12:48:00,53,52
2020-04-25 12:48:10,52,52
2020-04-25 12:48:20,54,53
2020-04-25 12:48:30,58,43
2020-04-25 12:48:40,57,61
2020-04-25 12:48:50,54,61
2020-04-25 12:49:00,46,69
2020-04-25 12:49:10,49,45
2020-04-25 12:49:20,57,64
2020-04-25 12:49:30,60,61
2020-04-25 12:49:40,56,59
2020-04-25 12:49:50,57,112
2020-04-25 12:50:00,54,112
2020-04-25 12:50:10,53,77
2020-04-25 12:50:20,56,51
2020-04-25 12:50:30,57,51
2020-04-25 12:50:40,56,56
2020-04-25 12:50:50,51,80
2020-04-25 12:51:00,48,80
2020-04-25 12:51:10,42,64
2020-04-25 12:51:20,41,48
2020-04-25 12:51:30,49,52
2020-04-25 12:51:40,60,76
2020-04-25 12:51:50,54,76
2020-04-25 12:52:00,49,60
2020-04-25 12:52:10,52,51
2020-04-25 12:52:20,60,59
2020-04-25 12:52:30,66,83
2020-04-25 12:52:40,62,83
2020-04-25 12:52:50,58,51
2020-04-25 12:53:00,53,52
2020-04-25 12:53:10,59,80
2020-04-25 12:53:20,55,80
2020-04-25 12:53:30,56,48
2020-04-25 12:53:40,48,45
2020-04-25 12:53:50,52,51
2020-04-25 12:54:00,52,52
2020-04-25 12:54:10,54,53
2020-04-25 12:54:20,47,53
2020-04-25 12:54:30,53,91
2020-04-25 12:54:40,51,91
2020-04-25 12:54:50,54,80
2020-04-25 12:55:00,46,53
2020-04-25 12:55:10,46,48
2020-04-25 12:55:20,41,52
2020-04-25 12:55:30,44,49
2020-04-25 12:55:40,51,56
2020-04-25 12:55:50,55,59
2020-04-25 12:56:00,51,59
2020-04-25 12:56:10,47,48
2020-04-25 12:56:20,46,48
2020-04-25 12:56:30,54,55
2020-04-25 12:56:40,65,104
2020-04-25 12:56:50,69,96
2020-04-25 12:57:00,68,85
2020-04-25 12:57:10,61,96
2020-04-25 12:57:20,54,96
2020-04-25 12:57:30,53,64
2020-04-25 12:57:40,48,45
2020-04-25 12:57:50,49,48
2020-04-25 12:58:00,47,40
2020-04-25 12:58:10,55,45
2020-04-25 12:58:20,59,45
2020-04-25 12:58:30,63,51
2020-04-25 12:58:40,58,43
2020-04-25 12:58:50,54,83
2020-04-25 12:59:00,55,80
2020-04-25 12:59:10,64,53
2020-04-25 12:59:20,58,51
2020-04-25 12:59:30,64,109
2020-04-25 12:59:40,61,77
2020-04-25 12:59:50,61,72
2020-04-25 13:00:00,59,57
2020-04-25 13:00:10,53,53
2020-04-25 13:00:20,53,64
2020-04-25 13:00:30,56,112
2020-04-25 13:00:40,57,115
2020-04-25 13:00:50,53,99
2020-04-25 13:01:00,51,80
2020-04-25 13:01:10,48,120
2020-04-25 13:01:20,50,109
2020-04-25 13:01:30,54,77
2020-04-25 13:01:40,57,77
2020-04-25 13:01:50,61,67
2020-04-25 13:02:00,58,56
2020-04-25 13:02:10,59,51
2020-04-25 13:02:20,50,72
2020-04-25 13:02:30,56,83
2020-04-25 13:02:40,58,80
2020-04-25 13:02:50,57,59
2020-04-25 13:03:00,60,51
2020-04-25 13:03:10,58,49
2020-04-25 13:03:20,55,49
2020-04-25 13:03:30,51,56
2020-04-25 13:03:40,57,80
2020-04-25 13:03:50,60,71
2020-04-25 13:04:00,64,115
2020-04-25 13:04:10,62,91
2020-04-25 13:04:20,58,112
2020-04-25 13:04:30,53,77
2020-04-25 13:04:40,51,72
2020-04-25 13:04:50,51,53
2020-04-25 13:05:00,53,51
2020-04-25 13:05:10,59,61
2020-04-25 13:05:20,61,56
2020-04-25 13:05:30,53,51
2020-04-25 13:05:40,53,52
2020-04-25 13:05:50,55,69
2020-04-25 13:06:00,59,75
2020-04-25 13:06:10,62,64
2020-04-25 13:06:20,56,64
2020-04-25 13:06:30,50,59
2020-04-25 13:06:40,56,112
2020-04-25 13:06:50,57,96
2020-04-25 13:07:00,67,125
2020-04-25 13:07:10,60,99
2020-04-25 13:07:20,61,45
2020-04-25 13:07:30,60,71
2020-04-25 13:07:40,58,64
2020-04-25 13:07:50,56,56
2020-04-25 13:08:00,57,61
2020-04-25 13:08:10,58,64
2020-04-25 13:08:20,59,61
2020-04-25 13:08:30,57,48
2020-04-25 13:08:40,56,51
2020-04-25 13:08:50,51,56
2020-04-25 13:09:00,55,101
2020-04-25 13:09:10,57,100
2020-04-25 13:09:20,57,88
2020-04-25 13:09:30,51,51
2020-04-25 13:09:40,49,51
2020-04-25 13:09:50,50,67
2020-04-25 13:10:00,59,83
2020-04-25 13:10:10,59,69
2020-04-25 13:10:20,55,64
2020-04-25 13:10:30,52,72
2020-04-25 13:10:40,54,93
2020-04-25 13:10:50,52,64
2020-04-25 13:11:00,50,53
2020-04-25 13:11:10,48,53
2020-04-25 13:11:20,44,59
2020-04-25 13:11:30,45,45
2020-04-25 13:11:40,53,51
2020-04-25 13:11:50,56,77
2020-04-25 13:12:00,57,56
2020-04-25 13:12:10,63,51
2020-04-25 13:12:20,60,52
2020-04-25 13:12:30,60,51
2020-04-25 13:12:40,58,53
2020-04-25 13:12:50,56,59
2020-04-25 13:13:00,61,59
2020-04-25 13:13:10,54,61
2020-04-25 13:13:20,61,56
2020-04-25 13:13:30,57,53
2020-04-25 13:13:40,58,56
2020-04-25 13:13:50,46,48
2020-04-25 13:14:00,56,64
2020-04-25 13:14:10,56,51
2020-04-25 13:14:20,60,59
2020-04-25 13:14:30,59,67
2020-04-25 13:14:40,56,59
2020-04-25 13:14:50,58,112
2020-04-25 13:15:00,58,101
2020-04-25 13:15:10,60,117
2020-04-25 13:15:20,60,103
2020-04-25 13:15:30,57,85
2020-04-25 13:15:40,60,59
2020-04-25 13:15:50,59,64
2020-04-25 13:16:00,53,53
2020-04-25 13:16:10,56,77
2020-04-25 13:16:20,57,101
2020-04-25 13:16:30,55,72
2020-04-25 13:16:40,50,48
2020-04-25 13:16:50,50,61
2020-04-25 13:17:00,47,61
2020-04-25 13:17:10,49,99
2020-04-25 13:17:20,51,101
2020-04-25 13:17:30,56,95
2020-04-25 13:17:40,60,61
2020-04-25 13:17:50,57,56
2020-04-25 13:18:00,60,61
2020-04-25 13:18:10,59,64
2020-04-25 13:18:20,58,53
2020-04-25 13:18:30,54,55
2020-04-25 13:18:40,49,51
2020-04-25 13:18:50,48,51
2020-04-25 13:19:00,52,48
2020-04-25 13:19:10,64,53
2020-04-25 13:19:20,67,61
2020-04-25 13:19:30,65,53
2020-04-25 13:19:40,56,45
2020-04-25 13:19:50,51,51
2020-04-25 13:20:00,50,51
2020-04-25 13:20:10,49,43
2020-04-25 13:20:20,52,40
2020-04-25 13:20:30,55,51
2020-04-25 13:20:40,57,64
2020-04-25 13:20:50,49,59
2020-04-25 13:21:00,49,56
2020-04-25 13:21:10,55,53
2020-04-25 13:21:20,48,53
2020-04-25 13:21:30,49,51
2020-04-25 13:21:40,45,72
2020-04-25 13:21:50,51,72
2020-04-25 13:22:00,53,53
2020-04-25 13:22:10,54,51
2020-04-25 13:22:20,54,51
2020-04-25 13:22:30,49,48
2020-04-25 13:22:40,46,48
2020-04-25 13:22:50,46,43
2020-04-25 13:23:00,56,53
2020-04-25 13:23:10,56,53
2020-04-25 13:23:20,60,64
